id,fiscal_year_id,sub_activity_id,budget_account_id,rak_version_id_snapshot,realization_status_id,realization_date,period_month,amount,description,document_id,created_by,created_at,updated_at
bfc5be16-ac87-4774-a068-898845850c84,03edd7f7-0ac4-4506-9746-64a90011c554,e8db6ce7-0b6d-4edb-86b2-36230a87b996,6344eecb-6808-41ca-9e0c-52eebd4d787f,2eca0473-b1c0-44f2-9e90-daff74de35ed,3a72e452-f0ac-49f0-8893-e7c5b8742707,2026-02-15,2,1041600.00,Realisasi Februari - Belanja BBM & Pelumas,,,2026-04-19 10:16:07.596573+00,2026-04-19 10:16:07.596573+00
e616ec50-1a84-4f97-9e68-0d787a888dc5,03edd7f7-0ac4-4506-9746-64a90011c554,e8db6ce7-0b6d-4edb-86b2-36230a87b996,55b7881d-dea1-4da4-adbd-d847681238af,2eca0473-b1c0-44f2-9e90-daff74de35ed,3a72e452-f0ac-49f0-8893-e7c5b8742707,2026-02-15,2,7140600.00,Realisasi Februari - Belanja Jandin Biasa,,,2026-04-19 10:16:07.596573+00,2026-04-19 10:16:07.596573+00
