id,fiscal_year_id,unit_id,code,name,description,status_id,priority_id,start_date,end_date,created_by,approved_by,approved_at,created_at,updated_at
90888601-a038-44db-a354-8d3d0c846b65,,,PRG-02,PENDUKUNG DAN PELAYANAN,,96922268-63d4-45eb-a9f0-62121763aafa,022ca37b-cd48-4afa-bf2b-cfd199bd9568,2026-01-02,2026-12-31,,,,2026-04-07 03:23:26.526309+00,2026-04-07 03:23:26.526309+00
a7f7451e-3ab2-49da-89f7-bf55a7fe8c5b,,,PRG-01,PENGELOLAAN HUTAN,,96922268-63d4-45eb-a9f0-62121763aafa,2a374a81-d00d-4c4b-a22f-0845c868d483,2026-01-02,2026-12-31,,,,2026-04-02 14:11:12.002942+00,2026-04-02 14:11:12.002942+00
